,cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
872,min,ncap,O,0,n,avï¿½s,min,pron-det,seus,O,min,art,o,min,n,nome,alpha,n,dos
873,min,ncap,O,0,punc,?,0,n,avï¿½s,O,min,n,nome,min,n,dos,alpha,pron-det,seus
874,0,ncap,O,0,0,0,0,punc,?,O,min,n,dos,min,pron-det,seus,0,n,avï¿½s
875,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seus,0,n,avï¿½s,0,punc,?
876,0,cap,O,min,n,lembro,min,pron-pers,me,O,0,0,0,0,0,0,0,n,Nï¿½o
877,min,ncap,O,0,punc,.,min,n,lembro,O,0,0,0,0,n,Nï¿½o,alpha,pron-pers,me
878,min,ncap,O,0,0,0,0,punc,.,O,0,n,Nï¿½o,min,pron-pers,me,alpha,n,lembro
879,0,simb,O,0,0,0,0,0,0,O,min,pron-pers,me,min,n,lembro,0,punc,.
880,maxmin,cap,O,min,n,origem,min,art,a,O,0,0,0,0,0,0,alpha,v-fin,Sabe
881,min,ncap,O,min,v-pcp,do,min,n,origem,O,0,0,0,maxmin,v-fin,Sabe,alpha,art,a
882,min,ncap,O,min,n,nome,min,v-pcp,do,O,maxmin,v-fin,Sabe,min,art,a,alpha,n,origem
883,min,ncap,O,min,v-pcp,da,min,n,nome,O,min,art,a,min,n,origem,alpha,v-pcp,do
884,min,ncap,O,min,pron-det,sua,min,v-pcp,da,O,min,n,origem,min,v-pcp,do,alpha,n,nome
885,min,ncap,O,0,n,famï¿½lia,min,pron-det,sua,O,min,v-pcp,do,min,n,nome,alpha,v-pcp,da
886,min,ncap,O,0,punc,?,0,n,famï¿½lia,O,min,n,nome,min,v-pcp,da,alpha,pron-det,sua
887,0,ncap,O,0,0,0,0,punc,?,O,min,v-pcp,da,min,pron-det,sua,0,n,famï¿½lia
888,0,simb,O,0,0,0,0,0,0,O,min,pron-det,sua,0,n,famï¿½lia,0,punc,?
889,maxmin,cap,O,min,conj-c,e,0,prop,Pisï¿½es,O,0,0,0,0,0,0,alpha,n,Nos
890,0,cap,B_LOCAL,min,prp,em,min,conj-c,e,B_LOCAL,0,0,0,maxmin,n,Nos,0,prop,Pisï¿½es
891,min,ncap,O,maxmin,n,Brandim,min,prp,em,O,maxmin,n,Nos,0,prop,Pisï¿½es,alpha,conj-c,e
892,min,ncap,O,0,punc,.,maxmin,n,Brandim,O,0,prop,Pisï¿½es,min,conj-c,e,alpha,prp,em
893,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,B_LOCAL,min,conj-c,e,min,prp,em,alpha,n,Brandim
894,0,simb,O,0,0,0,0,0,0,O,min,prp,em,maxmin,n,Brandim,0,punc,.
895,maxmin,cap,O,min,v-fin,vieram,min,adv,onde,O,0,0,0,0,0,0,alpha,prp,De
896,min,ncap,O,min,art,os,min,v-fin,vieram,O,0,0,0,maxmin,prp,De,alpha,adv,onde
897,min,ncap,O,min,pron-det,seus,min,art,os,O,maxmin,prp,De,min,adv,onde,alpha,v-fin,vieram
898,min,ncap,O,0,n,avï¿½s,min,pron-det,seus,O,min,adv,onde,min,v-fin,vieram,alpha,art,os
899,min,ncap,O,0,punc,?,0,n,avï¿½s,O,min,v-fin,vieram,min,art,os,alpha,pron-det,seus
900,0,ncap,O,0,0,0,0,punc,?,O,min,art,os,min,pron-det,seus,0,n,avï¿½s
901,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seus,0,n,avï¿½s,0,punc,?
902,max,cap,O,min,v-pcp,do,min,n,pai,O,0,0,0,0,0,0,alpha,art,O
903,min,ncap,O,min,pron-det,meu,min,v-pcp,do,O,0,0,0,max,art,O,alpha,n,pai
904,min,ncap,O,min,n,pai,min,pron-det,meu,O,max,art,O,min,n,pai,alpha,v-pcp,do
905,min,ncap,O,min,v-fin,era,min,n,pai,O,min,n,pai,min,v-pcp,do,alpha,pron-det,meu
906,min,ncap,O,min,prp,de,min,v-fin,era,O,min,v-pcp,do,min,pron-det,meu,alpha,n,pai
907,min,ncap,O,maxmin,n,Viade,min,prp,de,O,min,pron-det,meu,min,n,pai,alpha,v-fin,era
908,min,ncap,O,min,conj-c,e,maxmin,n,Viade,O,min,n,pai,min,v-fin,era,alpha,prp,de
909,maxmin,cap,B_LOCAL,min,art,a,min,conj-c,e,O,min,v-fin,era,min,prp,de,alpha,n,Viade
910,min,ncap,O,min,pron-det,minha,min,art,a,O,min,prp,de,maxmin,n,Viade,alpha,conj-c,e
911,min,ncap,O,0,n,avï¿½,min,pron-det,minha,O,maxmin,n,Viade,min,conj-c,e,alpha,art,a
912,min,ncap,O,min,v-pcp,da,0,n,avï¿½,O,min,conj-c,e,min,art,a,alpha,pron-det,minha
913,0,ncap,O,maxmin,n,Venda,min,v-pcp,da,O,min,art,a,min,pron-det,minha,0,n,avï¿½
914,min,ncap,O,maxmin,n,Nova,maxmin,n,Venda,O,min,pron-det,minha,0,n,avï¿½,alpha,v-pcp,da
915,maxmin,cap,B_LOCAL,0,punc,.,maxmin,n,Nova,B_ORGANIZACAO,0,n,avï¿½,min,v-pcp,da,alpha,n,Venda
916,maxmin,cap,I_LOCAL,0,0,0,0,punc,.,I_ORGANIZACAO,min,v-pcp,da,maxmin,n,Venda,alpha,n,Nova
917,0,simb,O,0,0,0,0,0,0,O,maxmin,n,Venda,maxmin,n,Nova,0,punc,.
918,maxmin,cap,O,min,v-fin,vieram,min,adv,onde,O,0,0,0,0,0,0,alpha,prp,De
919,min,ncap,O,min,art,os,min,v-fin,vieram,O,0,0,0,maxmin,prp,De,alpha,adv,onde
920,min,ncap,O,min,pron-det,seu,min,art,os,O,maxmin,prp,De,min,adv,onde,alpha,v-fin,vieram
921,min,ncap,O,min,n,pais,min,pron-det,seu,O,min,adv,onde,min,v-fin,vieram,alpha,art,os
922,min,ncap,O,0,punc,?,min,n,pais,O,min,v-fin,vieram,min,art,os,alpha,pron-det,seu
923,min,ncap,O,0,0,0,0,punc,?,O,min,art,os,min,pron-det,seu,alpha,n,pais
924,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seu,min,n,pais,0,punc,?
925,max,cap,O,min,n,pai,min,pron-det,meu,O,0,0,0,0,0,0,alpha,art,O
926,min,ncap,O,min,prp,de,min,n,pai,O,0,0,0,max,art,O,alpha,pron-det,meu
927,min,ncap,O,0,prop,Pisï¿½es,min,prp,de,O,max,art,O,min,pron-det,meu,alpha,n,pai
928,min,ncap,O,min,conj-c,e,0,prop,Pisï¿½es,O,min,pron-det,meu,min,n,pai,alpha,prp,de
929,0,cap,B_LOCAL,min,art,a,min,conj-c,e,O,min,n,pai,min,prp,de,0,prop,Pisï¿½es
930,min,ncap,O,min,pron-det,minha,min,art,a,O,min,prp,de,0,prop,Pisï¿½es,alpha,conj-c,e
931,min,ncap,O,0,n,mï¿½e,min,pron-det,minha,O,0,prop,Pisï¿½es,min,conj-c,e,alpha,art,a
932,min,ncap,O,min,prp,de,0,n,mï¿½e,O,min,conj-c,e,min,art,a,alpha,pron-det,minha
933,0,ncap,O,maxmin,n,Brandim,min,prp,de,O,min,art,a,min,pron-det,minha,0,n,mï¿½e
934,min,ncap,O,0,punc,.,maxmin,n,Brandim,O,min,pron-det,minha,0,n,mï¿½e,alpha,prp,de
935,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,O,0,n,mï¿½e,min,prp,de,alpha,n,Brandim
936,0,simb,O,0,0,0,0,0,0,O,min,prp,de,maxmin,n,Brandim,0,punc,.
937,maxmin,cap,O,min,v-fin,tem,0,n,irmï¿½os,O,0,0,0,0,0,0,alpha,n,Quantos
938,0,ncap,O,0,punc,?,min,v-fin,tem,O,0,0,0,maxmin,n,Quantos,0,n,irmï¿½os
939,min,ncap,O,0,0,0,0,punc,?,O,maxmin,n,Quantos,0,n,irmï¿½os,alpha,v-fin,tem
940,0,simb,O,0,0,0,0,0,0,O,0,n,irmï¿½os,min,v-fin,tem,0,punc,?
941,0,cap,O,min,num,sete,0,v-fin,ï¿½ramos,O,0,0,0,0,0,0,0,prop,Irmï¿½os
942,0,ncap,O,min,conj-c,e,min,num,sete,O,0,0,0,0,prop,Irmï¿½os,0,v-fin,ï¿½ramos
943,min,ncap,O,min,adv,agora,min,conj-c,e,O,0,prop,Irmï¿½os,0,v-fin,ï¿½ramos,alpha,num,sete
944,min,ncap,O,min,n,somos,min,adv,agora,O,0,v-fin,ï¿½ramos,min,num,sete,alpha,conj-c,e
945,min,ncap,O,min,num,dois,min,n,somos,O,min,num,sete,min,conj-c,e,alpha,adv,agora
946,min,ncap,O,min,conj-c,e,min,num,dois,O,min,conj-c,e,min,adv,agora,alpha,n,somos
947,min,ncap,O,min,art,uma,min,conj-c,e,O,min,adv,agora,min,n,somos,alpha,num,dois
948,min,ncap,O,0,n,irmï¿½,min,art,uma,O,min,n,somos,min,num,dois,alpha,conj-c,e
949,min,ncap,O,0,punc,.,0,n,irmï¿½,O,min,num,dois,min,conj-c,e,alpha,art,uma
950,0,ncap,O,0,0,0,0,punc,.,O,min,conj-c,e,min,art,uma,0,n,irmï¿½
951,0,simb,O,0,0,0,0,0,0,O,min,art,uma,0,n,irmï¿½,0,punc,.
952,maxmin,cap,O,min,n,casa,min,art,a,O,0,0,0,0,0,0,alpha,n,Descreva
953,min,ncap,O,min,adv,onde,min,n,casa,O,0,0,0,maxmin,n,Descreva,alpha,art,a
954,min,ncap,O,min,v-fin,morou,min,adv,onde,O,maxmin,n,Descreva,min,art,a,alpha,n,casa
955,min,ncap,O,min,prp,durante,min,v-fin,morou,O,min,art,a,min,n,casa,alpha,adv,onde
956,min,ncap,O,min,art,a,min,prp,durante,O,min,n,casa,min,adv,onde,alpha,v-fin,morou
957,min,ncap,O,min,pron-det,sua,min,art,a,O,min,adv,onde,min,v-fin,morou,alpha,prp,durante
958,min,ncap,O,0,n,infï¿½ncia,min,pron-det,sua,O,min,v-fin,morou,min,prp,durante,alpha,art,a
959,min,ncap,O,0,punc,.,0,n,infï¿½ncia,O,min,prp,durante,min,art,a,alpha,pron-det,sua
960,0,ncap,O,0,0,0,0,punc,.,O,min,art,a,min,pron-det,sua,0,n,infï¿½ncia
961,0,simb,O,0,0,0,0,0,0,O,min,pron-det,sua,0,n,infï¿½ncia,0,punc,.
962,maxmin,cap,O,0,num,2,min,prp,de,O,0,0,0,0,0,0,alpha,v-fin,Era
963,min,ncap,O,min,n,andares,0,num,2,O,0,0,0,maxmin,v-fin,Era,alpha,prp,de
964,0,simb,B_VALOR,min,conj-c,e,min,n,andares,O,maxmin,v-fin,Era,min,prp,de,num,num,2
965,min,ncap,O,min,v-pcp,feita,min,conj-c,e,O,min,prp,de,0,num,2,alpha,n,andares
966,min,ncap,O,min,prp,de,min,v-pcp,feita,O,0,num,2,min,n,andares,alpha,conj-c,e
967,min,ncap,O,min,n,pau,min,prp,de,O,min,n,andares,min,conj-c,e,alpha,v-pcp,feita
968,min,ncap,O,0,punc,.,min,n,pau,O,min,conj-c,e,min,v-pcp,feita,alpha,prp,de
969,min,ncap,O,0,0,0,0,punc,.,O,min,v-pcp,feita,min,prp,de,alpha,n,pau
970,0,simb,O,0,0,0,0,0,0,O,min,prp,de,min,n,pau,0,punc,.
971,maxmin,cap,O,min,n,na,min,v-fin,morava,O,0,0,0,0,0,0,alpha,pron-indp,Quem
972,min,ncap,O,min,n,casa,min,n,na,O,0,0,0,maxmin,pron-indp,Quem,alpha,v-fin,morava
973,min,ncap,O,0,punc,?,min,n,casa,O,maxmin,pron-indp,Quem,min,v-fin,morava,alpha,n,na
974,min,ncap,O,0,0,0,0,punc,?,O,min,v-fin,morava,min,n,na,alpha,n,casa
975,0,simb,O,0,0,0,0,0,0,O,min,n,na,min,n,casa,0,punc,?
976,max,cap,O,min,n,pai,min,pron-det,meu,O,0,0,0,0,0,0,alpha,art,O
977,min,ncap,O,0,punc,",",min,n,pai,O,0,0,0,max,art,O,alpha,pron-det,meu
978,min,ncap,O,min,art,a,0,punc,",",O,max,art,O,min,pron-det,meu,alpha,n,pai
979,0,simb,O,min,pron-det,minha,min,art,a,O,min,pron-det,meu,min,n,pai,0,punc,","
980,min,ncap,O,0,n,mï¿½e,min,pron-det,minha,O,min,n,pai,0,punc,",",alpha,art,a
981,min,ncap,O,min,conj-c,e,0,n,mï¿½e,O,0,punc,",",min,art,a,alpha,pron-det,minha
982,0,ncap,O,min,art,os,min,conj-c,e,O,min,art,a,min,pron-det,minha,0,n,mï¿½e
983,min,ncap,O,min,pron-det,meus,min,art,os,O,min,pron-det,minha,0,n,mï¿½e,alpha,conj-c,e
984,min,ncap,O,0,n,irmï¿½os,min,pron-det,meus,O,0,n,mï¿½e,min,conj-c,e,alpha,art,os
985,min,ncap,O,0,punc,.,0,n,irmï¿½os,O,min,conj-c,e,min,art,os,alpha,pron-det,meus
986,0,ncap,O,0,0,0,0,punc,.,O,min,art,os,min,pron-det,meus,0,n,irmï¿½os
987,0,simb,O,0,0,0,0,0,0,O,min,pron-det,meus,0,n,irmï¿½os,0,punc,.
988,maxmin,cap,O,min,n,divididas,min,v-fin,eram,O,0,0,0,0,0,0,alpha,adv,Como
989,min,ncap,O,min,art,as,min,n,divididas,O,0,0,0,maxmin,adv,Como,alpha,v-fin,eram
990,min,ncap,O,min,n,tarefas,min,art,as,O,maxmin,adv,Como,min,v-fin,eram,alpha,n,divididas
991,min,ncap,O,0,punc,?,min,n,tarefas,O,min,v-fin,eram,min,n,divididas,alpha,art,as
992,min,ncap,O,0,0,0,0,punc,?,O,min,n,divididas,min,art,as,alpha,n,tarefas
993,0,simb,O,0,0,0,0,0,0,O,min,art,as,min,n,tarefas,0,punc,?
994,maxmin,cap,O,min,prp,com,min,v-fin,ia,O,0,0,0,0,0,0,alpha,art,Um
995,min,ncap,O,min,art,as,min,prp,com,O,0,0,0,maxmin,art,Um,alpha,v-fin,ia
996,min,ncap,O,min,n,ovelhas,min,art,as,O,maxmin,art,Um,min,v-fin,ia,alpha,prp,com
997,min,ncap,O,0,punc,",",min,n,ovelhas,O,min,v-fin,ia,min,prp,com,alpha,art,as
998,min,ncap,O,min,pron-det,outras,0,punc,",",O,min,prp,com,min,art,as,alpha,n,ovelhas
999,0,simb,O,min,prp,com,min,pron-det,outras,O,min,art,as,min,n,ovelhas,0,punc,","
1000,min,ncap,O,min,art,as,min,prp,com,O,min,n,ovelhas,0,punc,",",alpha,pron-det,outras
1001,min,ncap,O,min,n,cabras,min,art,as,O,0,punc,",",min,pron-det,outras,alpha,prp,com
1002,min,ncap,O,min,conj-c,e,min,n,cabras,O,min,pron-det,outras,min,prp,com,alpha,art,as
1003,min,ncap,O,min,pron-det,outros,min,conj-c,e,O,min,prp,com,min,art,as,alpha,n,cabras
1004,min,ncap,O,min,v-fin,lavravam,min,pron-det,outros,O,min,art,as,min,n,cabras,alpha,conj-c,e
1005,min,ncap,O,min,art,as,min,v-fin,lavravam,O,min,n,cabras,min,conj-c,e,alpha,pron-det,outros
1006,min,ncap,O,min,n,terras,min,art,as,O,min,conj-c,e,min,pron-det,outros,alpha,v-fin,lavravam
1007,min,ncap,O,0,punc,.,min,n,terras,O,min,pron-det,outros,min,v-fin,lavravam,alpha,art,as
1008,min,ncap,O,0,0,0,0,punc,.,O,min,v-fin,lavravam,min,art,as,alpha,n,terras
1009,0,simb,O,0,0,0,0,0,0,O,min,art,as,min,n,terras,0,punc,.
1010,maxmin,cap,O,min,art,os,min,v-fin,eram,O,0,0,0,0,0,0,alpha,pron-det,Quais
1011,min,ncap,O,min,n,momentos,min,art,os,O,0,0,0,maxmin,pron-det,Quais,alpha,v-fin,eram
1012,min,ncap,O,min,adv,mais,min,n,momentos,O,maxmin,pron-det,Quais,min,v-fin,eram,alpha,art,os
1013,min,ncap,O,min,n,marcantes,min,adv,mais,O,min,v-fin,eram,min,art,os,alpha,n,momentos
1014,min,ncap,O,min,n,na,min,n,marcantes,O,min,art,os,min,n,momentos,alpha,adv,mais
1015,min,ncap,O,min,pron-det,sua,min,n,na,O,min,n,momentos,min,adv,mais,alpha,n,marcantes
1016,min,ncap,O,0,n,famï¿½lia,min,pron-det,sua,O,min,adv,mais,min,n,marcantes,alpha,n,na
1017,min,ncap,O,0,punc,?,0,n,famï¿½lia,O,min,n,marcantes,min,n,na,alpha,pron-det,sua
1018,0,ncap,O,0,0,0,0,punc,?,O,min,n,na,min,pron-det,sua,0,n,famï¿½lia
1019,0,simb,O,0,0,0,0,0,0,O,min,pron-det,sua,0,n,famï¿½lia,0,punc,?
1020,max,cap,O,min,n,vez,min,adj,primeira,O,0,0,0,0,0,0,alpha,art,A
1021,min,ncap,O,min,conj-s,que,min,n,vez,O,0,0,0,max,art,A,alpha,adj,primeira
1022,min,ncap,O,min,n,calcei,min,conj-s,que,O,max,art,A,min,adj,primeira,alpha,n,vez
1023,min,ncap,O,min,pron-det,umas,min,n,calcei,O,min,adj,primeira,min,n,vez,alpha,conj-s,que
1024,min,ncap,O,min,n,botas,min,pron-det,umas,O,min,n,vez,min,conj-s,que,alpha,n,calcei
1025,min,ncap,O,min,v-fin,tinha,min,n,botas,O,min,conj-s,que,min,n,calcei,alpha,pron-det,umas
1026,min,ncap,O,0,num,18,min,v-fin,tinha,O,min,n,calcei,min,pron-det,umas,alpha,n,botas
1027,min,ncap,O,min,n,anos,0,num,18,O,min,pron-det,umas,min,n,botas,alpha,v-fin,tinha
1028,0,simb,B_VALOR,0,punc,.,min,n,anos,B_VALOR,min,n,botas,min,v-fin,tinha,num,num,18
1029,min,ncap,I_VALOR,0,0,0,0,punc,.,I_VALOR,min,v-fin,tinha,0,num,18,alpha,n,anos
1030,0,simb,O,0,0,0,0,0,0,O,0,num,18,min,n,anos,0,punc,.
1031,maxmin,cap,O,min,n,local,min,conj-s,que,O,0,0,0,0,0,0,alpha,prp,Em
1032,min,ncap,O,min,v-fin,ficava,min,n,local,O,0,0,0,maxmin,prp,Em,alpha,conj-s,que
1033,min,ncap,O,min,art,a,min,v-fin,ficava,O,maxmin,prp,Em,min,conj-s,que,alpha,n,local
1034,min,ncap,O,min,pron-det,sua,min,art,a,O,min,conj-s,que,min,n,local,alpha,v-fin,ficava
1035,min,ncap,O,min,n,casa,min,pron-det,sua,O,min,n,local,min,v-fin,ficava,alpha,art,a
1036,min,ncap,O,0,punc,?,min,n,casa,O,min,v-fin,ficava,min,art,a,alpha,pron-det,sua
1037,min,ncap,O,0,0,0,0,punc,?,O,min,art,a,min,pron-det,sua,alpha,n,casa
1038,0,simb,O,0,0,0,0,0,0,O,min,pron-det,sua,min,n,casa,0,punc,?
1039,maxmin,cap,O,0,n,ï¿½,min,adv,onde,O,0,0,0,0,0,0,alpha,v-fin,Ficava
1040,min,ncap,O,min,art,a,0,n,ï¿½,O,0,0,0,maxmin,v-fin,Ficava,alpha,adv,onde
1041,0,ncap,O,min,n,central,min,art,a,O,maxmin,v-fin,Ficava,min,adv,onde,0,n,ï¿½
1042,min,ncap,O,0,punc,.,min,n,central,O,min,adv,onde,0,n,ï¿½,alpha,art,a
1043,min,ncap,O,0,0,0,0,punc,.,O,0,n,ï¿½,min,art,a,alpha,n,central
1044,0,simb,O,0,0,0,0,0,0,O,min,art,a,min,n,central,0,punc,.
1045,maxmin,cap,O,min,pron-det,sua,min,v-pcp,da,O,0,0,0,0,0,0,alpha,v-fin,Gostava
1046,min,ncap,O,min,n,casa,min,pron-det,sua,O,0,0,0,maxmin,v-fin,Gostava,alpha,v-pcp,da
1047,min,ncap,O,0,punc,?,min,n,casa,O,maxmin,v-fin,Gostava,min,v-pcp,da,alpha,pron-det,sua
1048,min,ncap,O,0,0,0,0,punc,?,O,min,v-pcp,da,min,pron-det,sua,alpha,n,casa
1049,0,simb,O,0,0,0,0,0,0,O,min,pron-det,sua,min,n,casa,0,punc,?
1050,maxmin,cap,O,0,0,0,0,punc,.,O,0,0,0,0,0,0,alpha,v-fin,Gostava
1051,0,simb,O,0,0,0,0,0,0,O,0,0,0,maxmin,v-fin,Gostava,0,punc,.
1052,maxmin,cap,O,min,art,a,min,v-fin,era,O,0,0,0,0,0,0,alpha,pron-det,Qual
1053,min,ncap,O,min,n,actividade,min,art,a,O,0,0,0,maxmin,pron-det,Qual,alpha,v-fin,era
1054,min,ncap,O,min,n,dos,min,n,actividade,O,maxmin,pron-det,Qual,min,v-fin,era,alpha,art,a
1055,min,ncap,O,min,pron-det,seus,min,n,dos,O,min,v-fin,era,min,art,a,alpha,n,actividade
1056,min,ncap,O,min,n,pais,min,pron-det,seus,O,min,art,a,min,n,actividade,alpha,n,dos
1057,min,ncap,O,0,punc,?,min,n,pais,O,min,n,actividade,min,n,dos,alpha,pron-det,seus
1058,min,ncap,O,0,0,0,0,punc,?,O,min,n,dos,min,pron-det,seus,alpha,n,pais
1059,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seus,min,n,pais,0,punc,?
1060,maxmin,cap,O,min,n,agricultura,min,n,na,O,0,0,0,0,0,0,alpha,v-fin,Trabalhavam
1061,min,ncap,O,0,punc,.,min,n,agricultura,O,0,0,0,maxmin,v-fin,Trabalhavam,alpha,n,na
1062,min,ncap,O,0,0,0,0,punc,.,O,maxmin,v-fin,Trabalhavam,min,n,na,alpha,n,agricultura
1063,0,simb,O,0,0,0,0,0,0,O,min,n,na,min,n,agricultura,0,punc,.
1064,maxmin,cap,O,min,adv,mais,min,v-fin,tinha,O,0,0,0,0,0,0,alpha,pron-indp,Quem
1065,min,ncap,O,min,n,autoridade,min,adv,mais,O,0,0,0,maxmin,pron-indp,Quem,alpha,v-fin,tinha
1066,min,ncap,O,min,n,na,min,n,autoridade,O,maxmin,pron-indp,Quem,min,v-fin,tinha,alpha,adv,mais
1067,min,ncap,O,0,n,famï¿½lia,min,n,na,O,min,v-fin,tinha,min,adv,mais,alpha,n,autoridade
1068,min,ncap,O,0,punc,?,0,n,famï¿½lia,O,min,adv,mais,min,n,autoridade,alpha,n,na
1069,0,ncap,O,0,0,0,0,punc,?,O,min,n,autoridade,min,n,na,0,n,famï¿½lia
1070,0,simb,O,0,0,0,0,0,0,O,min,n,na,0,n,famï¿½lia,0,punc,?
1071,maxmin,cap,O,min,n,pai,min,art,o,O,0,0,0,0,0,0,alpha,v-fin,Era
1072,min,ncap,O,0,punc,.,min,n,pai,O,0,0,0,maxmin,v-fin,Era,alpha,art,o
1073,min,ncap,O,0,0,0,0,punc,.,O,maxmin,v-fin,Era,min,art,o,alpha,n,pai
1074,0,simb,O,0,0,0,0,0,0,O,min,art,o,min,n,pai,0,punc,.
1075,maxmin,cap,O,min,art,o,min,n,descreveria,O,0,0,0,0,0,0,alpha,adv,Como
1076,min,ncap,O,min,pron-det,seu,min,art,o,O,0,0,0,maxmin,adv,Como,alpha,n,descreveria
1077,min,ncap,O,min,n,pai,min,pron-det,seu,O,maxmin,adv,Como,min,n,descreveria,alpha,art,o
1078,min,ncap,O,0,punc,?,min,n,pai,O,min,n,descreveria,min,art,o,alpha,pron-det,seu
1079,min,ncap,O,0,0,0,0,punc,?,O,min,art,o,min,pron-det,seu,alpha,n,pai
1080,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seu,min,n,pai,0,punc,?
1081,max,cap,O,min,n,pai,min,pron-det,meu,O,0,0,0,0,0,0,alpha,art,O
1082,min,ncap,O,min,v-fin,era,min,n,pai,O,0,0,0,max,art,O,alpha,pron-det,meu
1083,min,ncap,O,0,n,mï¿½dio,min,v-fin,era,O,max,art,O,min,pron-det,meu,alpha,n,pai
1084,min,ncap,O,0,punc,.,0,n,mï¿½dio,O,min,pron-det,meu,min,n,pai,alpha,v-fin,era
1085,0,ncap,O,0,0,0,0,punc,.,O,min,n,pai,min,v-fin,era,0,n,mï¿½dio
1086,0,simb,O,0,0,0,0,0,0,O,min,v-fin,era,0,n,mï¿½dio,0,punc,.
1087,maxmin,cap,O,min,art,a,min,n,descreveria,O,0,0,0,0,0,0,alpha,adv,Como
1088,min,ncap,O,min,pron-det,sua,min,art,a,O,0,0,0,maxmin,adv,Como,alpha,n,descreveria
1089,min,ncap,O,0,n,mï¿½e,min,pron-det,sua,O,maxmin,adv,Como,min,n,descreveria,alpha,art,a
1090,min,ncap,O,0,punc,?,0,n,mï¿½e,O,min,n,descreveria,min,art,a,alpha,pron-det,sua
1091,0,ncap,O,0,0,0,0,punc,?,O,min,art,a,min,pron-det,sua,0,n,mï¿½e
1092,0,simb,O,0,0,0,0,0,0,O,min,pron-det,sua,0,n,mï¿½e,0,punc,?
1093,maxmin,cap,O,0,punc,.,min,n,gorda,O,0,0,0,0,0,0,alpha,v-fin,Era
1094,min,ncap,O,0,0,0,0,punc,.,O,0,0,0,maxmin,v-fin,Era,alpha,n,gorda
1095,0,simb,O,0,0,0,0,0,0,O,maxmin,v-fin,Era,min,n,gorda,0,punc,.
1096,0,cap,O,min,adj,melhor,0,n,relacionava-se,O,0,0,0,0,0,0,0,n,Vocï¿½
1097,0,ncap,O,min,prp,com,min,adj,melhor,O,0,0,0,0,n,Vocï¿½,0,n,relacionava-se
1098,min,ncap,O,min,pron-det,algum,min,prp,com,O,0,n,Vocï¿½,0,n,relacionava-se,alpha,adj,melhor
1099,min,ncap,O,min,n,deles,min,pron-det,algum,O,0,n,relacionava-se,min,adj,melhor,alpha,prp,com
1100,min,ncap,O,0,punc,?,min,n,deles,O,min,adj,melhor,min,prp,com,alpha,pron-det,algum
1101,min,ncap,O,0,0,0,0,punc,?,O,min,prp,com,min,pron-det,algum,alpha,n,deles
1102,0,simb,O,0,0,0,0,0,0,O,min,pron-det,algum,min,n,deles,0,punc,?
1103,0,cap,O,0,0,0,0,punc,?,O,0,0,0,0,0,0,0,adv,Porquï¿½
1104,0,simb,O,0,0,0,0,0,0,O,0,0,0,0,adv,Porquï¿½,0,punc,?
1105,maxmin,cap,O,min,art,a,min,prp,com,O,0,0,0,0,0,0,alpha,adv,Mais
1106,min,ncap,O,0,n,mï¿½e,min,art,a,O,0,0,0,maxmin,adv,Mais,alpha,prp,com
1107,min,ncap,O,min,conj-s,porque,0,n,mï¿½e,O,maxmin,adv,Mais,min,prp,com,alpha,art,a
1108,0,ncap,O,min,v-fin,era,min,conj-s,porque,O,min,prp,com,min,art,a,0,n,mï¿½e
1109,min,ncap,O,min,adv,mais,min,v-fin,era,O,min,art,a,0,n,mï¿½e,alpha,conj-s,porque
1110,min,ncap,O,min,adj,boa,min,adv,mais,O,0,n,mï¿½e,min,conj-s,porque,alpha,v-fin,era
1111,min,ncap,O,0,punc,.,min,adj,boa,O,min,conj-s,porque,min,v-fin,era,alpha,adv,mais
1112,min,ncap,O,0,0,0,0,punc,.,O,min,v-fin,era,min,adv,mais,alpha,adj,boa
1113,0,simb,O,0,0,0,0,0,0,O,min,adv,mais,min,adj,boa,0,punc,.
1114,maxmin,cap,O,min,art,os,min,n,descreveria,O,0,0,0,0,0,0,alpha,adv,Como
1115,min,ncap,O,min,pron-det,seus,min,art,os,O,0,0,0,maxmin,adv,Como,alpha,n,descreveria
1116,min,ncap,O,0,n,irmï¿½os,min,pron-det,seus,O,maxmin,adv,Como,min,n,descreveria,alpha,art,os
1117,min,ncap,O,0,punc,?,0,n,irmï¿½os,O,min,n,descreveria,min,art,os,alpha,pron-det,seus
1118,0,ncap,O,0,0,0,0,punc,?,O,min,art,os,min,pron-det,seus,0,n,irmï¿½os
1119,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seus,0,n,irmï¿½os,0,punc,?
1120,maxmin,cap,O,0,punc,.,min,adj,bons,O,0,0,0,0,0,0,alpha,v-fin,Eram
1121,min,ncap,O,0,0,0,0,punc,.,O,0,0,0,maxmin,v-fin,Eram,alpha,adj,bons
